sortable_name,id,Disc1,Disc2,Disc3,Disc4,Disc5,Disc6,Disc7,Disc8,Disc9,Disc10,Disc11,Disc12,Disc13,Disc14,Disc15,SeekFind1,SeekFind2,SeekFind3,SeekFind4,SeekFind5,SeekFind6,SeekFind7,SeekFind8,SeekFind9,SeekFind10,SeekFind11,SeekFind12,SeekFind13,SeekFind14,SeekFind15
"Surita, Solange",4433,"(30, -19, [(2841, 0), (118, 0), (125, 0), (131, 0), (134, 0), (150, 0), (110, 0), (83, 0), (128, 0)])","(40, 6, [(1312, 1), (665, 0), (1224, 0), (90, 0), (146, 0), (82, 0)])","(30, -18, [(2880, 1), (1269, 0), (90, 0), (146, 0), (136, 0), (149, 0), (104, 0)])","(40, -24, [(3095, 0), (83, 0), (102, 0), (132, 0), (134, 0), (91, 0), (87, 0)])","(50, 16, [(2963, 0), (102, 0), (149, 0), (119, 0), (112, 0), (105, 0), (114, 0)])","(50, -42, [(2895, 1), (2686, 0), (2984, 0), (84, 0), (133, 0), (83, 0), (114, 0)])","(0, 0, [])","(40, -22, [(2556, 0), (1492, 0), (146, 0), (138, 0), (98, 0), (106, 0), (132, 0), (90, 0)])","(40, -2, [(3162, 0), (116, 0), (80, 0), (123, 0), (81, 0), (141, 0), (104, 0), (92, 0)])","(0, 0, [])","(40, -22, [(901, 0), (149, 0), (122, 0), (85, 0), (127, 0), (129, 0)])","(40, -20, [(2825, 0), (2990, 0), (134, 0), (89, 0), (87, 0), (110, 0), (109, 0), (121, 0)])","(30, -7, [(3025, 0), (96, 0), (137, 0), (87, 0), (101, 0), (111, 0), (111, 0), (147, 0)])","(40, 22, [(2986, 0), (2524, 0), (3334, 0), (136, 0), (84, 0), (85, 0), (81, 0)])","(40, -46, [(2540, 0), (3122, 0), (150, 0), (126, 0), (83, 0)])","(40, 9, [(2736, 0), (95, 0), (111, 0), (121, 0), (123, 0)])","(0, 0, [])","(40, -28, [(3282, 0), (126, 0)])","(30, -33, [(1092, 0), (123, 0)])","(0, 0, [])","(30, -28, [(2415, 0), (101, 0), (124, 0), (95, 0), (81, 0)])","(30, 39, [(2667, 0), (80, 0)])","(40, -9, [(4163, 1), (124, 0), (129, 0)])","(50, 5, [(3133, 0), (106, 0), (147, 0), (102, 0)])","(0, 0, [])","(50, 52, [(2712, 0)])","(0, 0, [])","(30, -32, [(3164, 0)])","(40, -35, [(3223, 2), (142, 0)])","(0, 0, [])"
"Sypher, Shawnta",1478,"(50, 52, [(829, 0), (137, 0), (134, 0), (115, 0)])","(30, 8, [(600, 0), (93, 0), (113, 0), (131, 0), (117, 0), (91, 0)])","(40, 37, [(509, 0), (98, 0)])","(50, 17, [(856, 0), (104, 0), (124, 0), (84, 0), (95, 0)])","(50, 19, [(928, 0), (140, 0)])","(40, -25, [(833, 0), (421, 0), (93, 0), (124, 0)])","(40, 53, [(1324, 0), (1126, 0), (99, 0), (139, 0), (97, 0)])","(50, 69, [(1127, 0), (85, 0)])","(50, -23, [(777, 1), (91, 0), (124, 0)])","(30, -3, [(854, 0), (102, 0), (118, 0)])","(30, -43, [(393, 0)])","(40, 27, [(732, 0), (92, 0), (93, 0), (148, 0)])","(40, 55, [(898, 0)])","(40, 6, [(863, 1), (612, 0), (123, 0)])","(40, 18, [(483, 0), (873, 0), (114, 0)])","(40, 48, [(715, 1), (119, 0)])","(40, 51, [(886, 2)])","(40, 69, [(943, 1), (96, 0), (125, 0), (141, 0)])","(30, -30, [(45, 3)])","(40, 45, [(1096, 0), (132, 0)])","(30, 22, [(942, 1)])","(50, 8, [(541, 1), (114, 0)])","(40, 20, [(1000, 3)])","(50, 30, [(849, 1)])","(40, 38, [(780, 1), (101, 0)])","(50, 26, [(1102, 1), (108, 0)])","(50, 30, [(577, 0)])","(40, 52, [(1095, 2)])","(40, 13, [(1285, 1)])","(30, 51, [(1257, 1), (141, 0), (119, 0), (98, 0)])"
"Tercero, Torri",3436,"(50, -34, [(1544, 0), (105, 0), (92, 0), (148, 0)])","(50, -12, [(792, 0), (107, 0), (85, 0)])","(50, -46, [(1498, 1), (137, 0), (100, 0), (86, 0), (99, 0)])","(40, -13, [(1501, 0), (91, 0), (139, 0), (80, 0)])","(30, -5, [(1399, 0), (120, 0), (141, 0), (84, 0)])","(50, -40, [(1032, 0), (141, 0)])","(50, -28, [(1424, 0), (1652, 0), (142, 0)])","(40, -21, [(1097, 0), (101, 0), (138, 0)])","(40, -36, [(1620, 0), (119, 0), (136, 0), (124, 0)])","(0, 0, [])","(50, -36, [(611, 0), (120, 0), (131, 0)])","(30, -41, [(1284, 0), (102, 0), (103, 0), (98, 0), (121, 0)])","(0, 0, [])","(0, 0, [])","(0, 0, [])","(50, -44, [(1309, 1), (103, 0)])","(30, -26, [(1105, 1), (132, 0)])","(0, 0, [])","(0, 0, [])","(50, -27, [(1206, 1), (123, 0), (109, 0)])","(40, -20, [(1310, 1)])","(30, -1, [(1445, 1), (132, 0), (114, 0), (115, 0), (85, 0), (137, 0)])","(40, -2, [(1773, 1), (148, 0)])","(40, -42, [(1734, 1), (81, 0), (95, 0), (117, 0), (123, 0), (83, 0)])","(50, -6, [(1633, 1), (142, 0)])","(50, -26, [(1615, 1), (89, 0)])","(40, -43, [(1742, 3), (118, 0)])","(50, -3, [(1569, 1), (92, 0), (134, 0), (134, 0), (131, 0)])","(50, -15, [(1893, 3), (148, 0)])","(50, -30, [(1928, 3), (122, 0)])"
"Trimmer, Tommy",5682,"(50, 37, [(1494, 0), (143, 0), (95, 0), (99, 0), (124, 0)])","(50, 33, [(304, 0), (108, 0), (126, 0), (149, 0)])","(40, 46, [(1741, 0), (481, 0), (101, 0), (136, 0), (102, 0)])","(50, 63, [(1171, 0), (114, 0), (140, 0), (145, 0), (127, 0)])","(50, 72, [(1522, 0), (123, 0), (114, 0), (100, 0)])","(50, 14, [(1543, 0)])","(50, -33, [(1668, 0), (96, 0), (130, 0), (101, 0)])","(40, 64, [(1167, 3)])","(50, 21, [(1201, 0), (126, 0), (150, 0), (149, 0)])","(50, -15, [(1486, 0), (101, 0), (135, 0)])","(40, 63, [(316, 0), (134, 0), (119, 0)])","(50, 44, [(1531, 0), (130, 0), (132, 0)])","(40, 64, [(1505, 0), (140, 0), (133, 0), (137, 0), (93, 0)])","(50, -9, [(1349, 0), (124, 0), (111, 0), (81, 0), (139, 0), (80, 0), (109, 0)])","(50, 52, [(1217, 0), (102, 0), (142, 0), (136, 0)])","(50, 6, [(1678, 1), (135, 0), (87, 0)])","(40, 69, [(1516, 0), (102, 0), (84, 0), (116, 0)])","(50, 9, [(2012, 2), (142, 0), (101, 0), (92, 0), (122, 0)])","(50, 42, [(127, 0)])","(40, 22, [(1707, 1), (143, 0), (115, 0), (103, 0), (97, 0)])","(40, 51, [(1222, 0), (87, 0)])","(50, 16, [(1346, 1)])","(40, 41, [(2036, 1), (131, 0), (138, 0)])","(40, -41, [(1836, 1)])","(40, 38, [(1553, 1), (142, 0)])","(50, 8, [(1590, 1), (106, 0)])","(50, 47, [(1492, 0)])","(50, 66, [(1855, 1), (125, 0), (125, 0), (138, 0), (96, 0)])","(50, -40, [(1795, 1), (101, 0), (103, 0)])","(50, 69, [(1582, 2), (91, 0), (139, 0)])"
"Vandusen, Vickey",4227,"(50, -48, [(1485, 0), (1046, 0), (82, 0), (106, 0), (107, 0), (111, 0), (121, 0), (89, 0), (137, 0), (147, 0), (114, 0)])","(40, -39, [(371, 0), (268, 0), (277, 0), (86, 0), (144, 0), (86, 0)])","(50, -16, [(1469, 0), (100, 0), (143, 0), (108, 0)])","(40, -20, [(1742, 0), (1449, 0), (88, 0), (81, 0), (89, 0)])","(50, -24, [(1240, 0), (93, 0), (135, 0), (99, 0), (113, 0), (117, 0), (98, 0)])","(50, 34, [(1436, 0), (93, 0), (97, 0), (150, 0)])","(50, -35, [(1219, 0), (1513, 0), (115, 0), (103, 0), (99, 0), (144, 0)])","(50, -39, [(1159, 0)])","(0, 0, [])","(50, -35, [(1185, 0), (103, 0), (141, 0), (113, 0)])","(50, -23, [(389, 0), (106, 0)])","(50, -20, [(1654, 0), (112, 0), (84, 0), (140, 0)])","(50, -46, [(1533, 0), (1451, 0), (136, 0), (129, 0)])","(50, -37, [(1725, 0), (1075, 0), (82, 0), (143, 0), (135, 0)])","(50, -14, [(1454, 0), (1685, 0), (104, 0)])","(50, -32, [(1346, 1), (86, 0)])","(50, -44, [(1740, 1), (84, 0), (126, 0)])","(50, 72, [(1923, 3), (99, 0), (102, 0)])","(50, -8, [(306, 0), (110, 0)])","(50, 52, [(1551, 1), (83, 0), (147, 0)])","(50, -6, [(1469, 0), (144, 0)])","(50, -34, [(1343, 1)])","(50, -25, [(1896, 1), (137, 0), (106, 0), (146, 0)])","(50, -12, [(1856, 0), (108, 0)])","(50, -4, [(1602, 1), (126, 0), (127, 0)])","(40, -29, [(1555, 2), (83, 0), (119, 0), (113, 0), (86, 0), (93, 0)])","(50, -15, [(1189, 2)])","(50, -8, [(1562, 2), (147, 0)])","(50, -14, [(1817, 3), (102, 0), (146, 0), (106, 0)])","(50, -7, [(1927, 2), (148, 0), (135, 0)])"
"Vanhoy, Vito",8783,"(50, -5, [(1543, 0), (109, 0), (146, 0), (107, 0), (86, 0)])","(50, -25, [(763, 3), (118, 0), (137, 0), (87, 0), (81, 0)])","(50, -47, [(1730, 2), (129, 0), (83, 0)])","(50, -21, [(1416, 0), (1566, 0), (148, 0), (148, 0), (144, 0), (142, 0), (148, 0)])","(50, -1, [(1391, 0), (146, 0), (95, 0), (144, 0)])","(50, -40, [(1675, 1), (1309, 0), (93, 0), (88, 0), (86, 0)])","(50, -22, [(1881, 0), (98, 0), (129, 0)])","(50, -38, [(1234, 0), (127, 0), (100, 0)])","(50, -15, [(1311, 0), (129, 0), (125, 0), (80, 0), (121, 0), (136, 0), (106, 0)])","(50, -8, [(1455, 0), (114, 0)])","(50, -5, [(66, 0), (127, 0), (127, 0), (86, 0), (102, 0), (119, 0)])","(50, -2, [(1534, 0), (144, 0), (105, 0), (107, 0)])","(50, -30, [(1546, 0), (135, 0), (138, 0), (120, 0)])","(40, -28, [(1503, 0), (123, 0), (145, 0), (110, 0), (143, 0)])","(50, -28, [(1338, 0), (1241, 0), (100, 0), (116, 0)])","(50, -17, [(1118, 2), (133, 0), (85, 0), (122, 0), (122, 0), (95, 0)])","(50, -23, [(1020, 1), (121, 0), (145, 0), (90, 0)])","(50, -6, [(1891, 1)])","(40, -1, [(564, 1), (82, 0)])","(50, -25, [(1563, 0), (96, 0)])","(50, -36, [(1569, 1), (148, 0), (148, 0)])","(50, -6, [(1278, 1), (93, 0)])","(50, -9, [(1723, 1)])","(50, -26, [(1510, 2), (143, 0), (96, 0), (136, 0)])","(40, -33, [(1734, 1), (83, 0)])","(50, -28, [(1658, 1), (125, 0)])","(50, -28, [(1202, 3), (145, 0)])","(50, -25, [(1825, 1), (110, 0)])","(50, -6, [(1505, 2), (141, 0), (135, 0), (144, 0), (84, 0), (133, 0)])","(50, -47, [(1756, 3), (86, 0)])"
"Veltri, Viva",6881,"(50, 56, [(1638, 0), (128, 0), (88, 0), (132, 0), (112, 0), (129, 0), (91, 0), (145, 0), (87, 0)])","(50, -8, [(632, 0), (139, 0), (141, 0), (140, 0)])","(50, -10, [(1142, 0), (86, 0), (137, 0), (118, 0), (90, 0)])","(50, -47, [(1278, 0), (1566, 0), (113, 0), (147, 0)])","(40, 21, [(1156, 1), (147, 0), (122, 0), (93, 0)])","(50, -27, [(1334, 0), (139, 0), (82, 0), (140, 0)])","(50, 52, [(1563, 0), (150, 0), (134, 0), (118, 0), (132, 0)])","(0, 0, [])","(50, 71, [(1639, 1), (125, 0), (109, 0)])","(50, -45, [(1301, 0)])","(40, -7, [(712, 1)])","(50, -14, [(1775, 3), (111, 0), (83, 0), (89, 0), (111, 0), (91, 0)])","(50, -8, [(1697, 0), (107, 0)])","(40, 47, [(1823, 0), (1195, 0), (99, 0), (94, 0), (117, 0), (109, 0)])","(50, 50, [(1541, 0)])","(50, -36, [(1295, 1), (95, 0), (101, 0), (143, 0), (90, 0)])","(40, -38, [(1194, 1), (116, 0), (96, 0), (87, 0)])","(40, -7, [(1543, 2), (117, 0), (129, 0), (86, 0), (139, 0)])","(50, 4, [(413, 0), (100, 0)])","(40, 22, [(1671, 1), (112, 0), (104, 0), (117, 0), (125, 0)])","(50, 28, [(1305, 1)])","(50, 69, [(1573, 3), (101, 0)])","(50, 59, [(1878, 1), (120, 0)])","(50, -18, [(1537, 3), (132, 0), (119, 0), (142, 0)])","(50, -33, [(1683, 2), (132, 0), (89, 0)])","(50, 1, [(1500, 1), (146, 0)])","(0, 0, [])","(50, -18, [(1494, 1), (93, 0)])","(50, 47, [(1776, 1), (131, 0), (121, 0)])","(50, -12, [(1802, 1), (135, 0)])"
"Villani, Venus",4384,"(0, 0, [])","(0, 0, [])","(50, -33, [(840, 1), (210, 0)])","(30, -22, [(677, 0)])","(30, -1, [(614, 0), (138, 0)])","(40, -6, [(963, 1), (134, 0)])","(0, 0, [])","(0, 0, [])","(0, 0, [])","(30, -1, [(764, 0), (88, 0), (136, 0)])","(40, -48, [(215, 0), (87, 0), (111, 0)])","(50, -21, [(1095, 0), (741, 0), (91, 0), (118, 0)])","(0, 0, [])","(40, -34, [(1186, 0), (80, 0)])","(0, 0, [])","(30, -29, [(637, 0)])","(0, 0, [])","(30, -36, [(1201, 1)])","(0, 0, [])","(0, 0, [])","(40, -44, [(786, 1)])","(50, -9, [(679, 0), (106, 0), (127, 0), (131, 0), (96, 0)])","(50, -44, [(1114, 2)])","(40, -15, [(1064, 1), (143, 0), (96, 0), (109, 0), (115, 0)])","(50, -45, [(1025, 0), (83, 0), (119, 0)])","(40, -35, [(670, 2), (109, 0)])","(40, -24, [(897, 0), (117, 0), (103, 0)])","(40, -48, [(1171, 0)])","(40, -21, [(1089, 1)])","(30, -32, [(1179, 3)])"
"Viviani, Vella",1495,"(50, 30, [(1242, 1), (145, 0), (143, 0)])","(40, -41, [(386, 0), (342, 0), (294, 0)])","(30, 11, [(560, 0), (137, 0), (135, 0)])","(30, -14, [(961, 1), (777, 0), (1283, 0), (122, 0), (112, 0), (121, 0)])","(30, 34, [(739, 0), (85, 0)])","(40, -31, [(813, 0), (636, 0), (781, 0), (107, 0)])","(40, 62, [(844, 0), (784, 0), (1192, 0), (147, 0)])","(50, -6, [(706, 0), (766, 0), (121, 0)])","(50, -6, [(1111, 0)])","(40, 42, [(812, 0), (130, 0)])","(40, -42, [(746, 2), (121, 0)])","(40, -16, [(725, 1), (940, 0), (97, 0), (86, 0), (88, 0)])","(40, 53, [(930, 1), (850, 0), (138, 0), (80, 0), (130, 0)])","(40, 34, [(795, 3)])","(50, 34, [(844, 0), (655, 0), (80, 0)])","(50, 11, [(947, 0), (124, 0)])","(50, -37, [(803, 0)])","(40, 19, [(1056, 0)])","(40, 70, [(460, 0), (116, 0)])","(30, -35, [(730, 1), (122, 0), (80, 0)])","(40, 28, [(1003, 1)])","(50, -10, [(719, 0)])","(40, -2, [(1451, 0), (97, 0), (91, 0)])","(40, -47, [(1026, 1), (102, 0), (149, 0), (94, 0), (112, 0), (122, 0)])","(40, 66, [(811, 1), (83, 0)])","(50, 71, [(616, 1)])","(40, 40, [(803, 3), (113, 0), (82, 0), (108, 0)])","(30, -34, [(783, 2)])","(40, -47, [(1083, 3), (115, 0)])","(30, -25, [(1234, 0)])"
"Warkentin, Whitley",5982,"(30, -28, [(1336, 0), (84, 0), (122, 0)])","(40, -46, [(577, 1), (775, 0), (418, 0), (96, 0), (120, 0)])","(40, 11, [(1364, 0), (110, 0), (88, 0), (104, 0), (124, 0)])","(50, -22, [(1416, 0), (1399, 0), (1725, 0), (112, 0), (91, 0), (107, 0), (89, 0)])","(40, -40, [(1609, 2), (134, 0)])","(40, -38, [(1252, 0), (123, 0), (114, 0), (103, 0), (138, 0)])","(40, -35, [(1285, 0), (1481, 0), (1391, 0), (101, 0), (93, 0), (99, 0), (144, 0)])","(50, -43, [(894, 0), (1004, 0), (103, 0), (125, 0), (85, 0), (123, 0)])","(30, -32, [(1560, 0), (1675, 0), (106, 0), (81, 0)])","(50, -45, [(1712, 0), (1628, 0), (114, 0), (83, 0), (96, 0), (105, 0)])","(30, -39, [(494, 0), (139, 0), (134, 0)])","(50, -8, [(1385, 0), (99, 0), (149, 0), (144, 0)])","(40, -15, [(1609, 0), (127, 0), (128, 0), (83, 0)])","(30, -32, [(1218, 0), (1009, 0), (2007, 0), (103, 0), (129, 0)])","(40, -27, [(1211, 0), (82, 0), (104, 0), (88, 0)])","(30, -14, [(1041, 0), (150, 0)])","(50, -33, [(1674, 0), (133, 0), (83, 0), (133, 0), (113, 0)])","(50, -1, [(1710, 1), (80, 0)])","(40, -46, [(523, 0)])","(30, 8, [(1437, 1), (131, 0), (128, 0), (116, 0), (121, 0), (85, 0)])","(30, -41, [(1365, 1), (83, 0), (116, 0)])","(50, -6, [(1064, 0), (132, 0), (111, 0)])","(40, -14, [(2020, 1), (85, 0)])","(40, -35, [(1861, 2), (83, 0)])","(40, -22, [(1536, 1), (104, 0)])","(50, -26, [(1464, 1), (139, 0), (139, 0)])","(30, -22, [(1439, 1), (105, 0)])","(40, -14, [(1523, 0), (91, 0)])","(40, -37, [(1591, 1), (97, 0), (122, 0)])","(30, -33, [(1562, 0), (121, 0), (108, 0), (121, 0), (83, 0), (139, 0)])"
"Wickliffe, Willette",6568,"(40, -32, [(3036, 0), (2661, 0), (3446, 0), (109, 0), (142, 0), (126, 0), (140, 0), (126, 0), (138, 0), (126, 0), (103, 0), (103, 0), (145, 0)])","(50, -6, [(1118, 0), (126, 0), (98, 0), (116, 0), (136, 0), (127, 0), (88, 0)])","(40, -14, [(2602, 0), (92, 0), (81, 0), (114, 0), (99, 0), (122, 0), (96, 0)])","(40, 39, [(2619, 0), (2506, 0), (3481, 0), (126, 0), (105, 0), (107, 0), (142, 0)])","(40, 65, [(3074, 0), (97, 0), (132, 0), (146, 0), (133, 0), (129, 0), (104, 0), (105, 0)])","(30, -29, [(2516, 0), (145, 0), (143, 0), (111, 0), (148, 0), (100, 0), (95, 0), (114, 0)])","(40, -42, [(2801, 2), (3735, 0), (144, 0), (117, 0), (92, 0)])","(30, -16, [(2364, 0), (124, 0), (118, 0), (124, 0)])","(50, -34, [(2593, 0), (138, 0), (105, 0), (143, 0), (81, 0), (108, 0), (102, 0)])","(40, 18, [(2536, 0), (80, 0), (144, 0), (113, 0), (96, 0), (134, 0)])","(40, 5, [(1182, 1), (119, 0), (147, 0), (101, 0)])","(50, -11, [(3213, 0), (141, 0), (96, 0), (104, 0), (98, 0), (122, 0), (125, 0)])","(50, 45, [(3081, 0), (115, 0), (150, 0), (128, 0), (112, 0), (108, 0), (128, 0), (125, 0), (86, 0)])","(40, 64, [(2880, 0), (2944, 0), (3136, 0), (84, 0), (111, 0), (85, 0), (100, 0), (87, 0), (94, 0)])","(40, 2, [(2463, 0), (3261, 0), (3087, 0), (92, 0), (119, 0), (80, 0), (100, 0), (114, 0), (104, 0), (99, 0)])","(0, 0, [])","(30, -10, [(2829, 0), (143, 0), (92, 0), (82, 0), (95, 0), (142, 0), (109, 0)])","(50, -37, [(3308, 1), (96, 0), (99, 0), (129, 0)])","(30, -48, [(916, 1), (114, 0), (87, 0)])","(50, 7, [(2618, 0), (109, 0), (126, 0), (92, 0), (80, 0), (119, 0), (95, 0), (88, 0), (93, 0), (108, 0)])","(40, -43, [(2780, 3), (80, 0), (106, 0), (140, 0), (89, 0)])","(50, 6, [(2572, 1), (124, 0), (94, 0), (123, 0), (145, 0)])","(40, 16, [(3952, 1), (81, 0), (117, 0)])","(50, 5, [(3206, 1)])","(30, -18, [(3458, 0), (88, 0), (89, 0), (119, 0), (81, 0)])","(50, 51, [(3254, 1), (146, 0), (123, 0)])","(50, -23, [(2738, 0), (95, 0), (143, 0), (121, 0)])","(40, -2, [(2738, 3), (96, 0), (128, 0), (109, 0), (121, 0), (103, 0)])","(30, 22, [(3536, 1), (124, 0), (98, 0), (86, 0), (112, 0), (105, 0)])","(40, -12, [(3481, 1), (108, 0), (84, 0)])"
"Wolfson, Winston",4134,"(50, -42, [(1425, 0), (1451, 0), (111, 0), (92, 0), (102, 0), (107, 0)])","(50, -20, [(492, 0), (521, 0), (107, 0), (127, 0), (125, 0), (100, 0), (124, 0), (117, 0)])","(50, -28, [(1863, 0)])","(40, -42, [(1648, 0), (1809, 0), (2139, 0), (137, 0), (130, 0), (107, 0)])","(50, -6, [(1693, 0), (80, 0), (136, 0)])","(50, -23, [(1579, 0), (98, 0), (120, 0), (128, 0), (91, 0)])","(50, -30, [(2250, 0), (2312, 0), (2240, 0), (89, 0)])","(50, -11, [(1603, 0), (138, 0), (93, 0), (94, 0)])","(50, -4, [(1808, 2), (140, 0)])","(50, -42, [(1703, 0), (1779, 0), (134, 0), (87, 0), (119, 0)])","(50, -30, [(905, 0)])","(50, -25, [(1667, 0), (135, 0), (126, 0), (92, 0)])","(40, -25, [(1757, 0), (1404, 0), (82, 0), (124, 0), (137, 0), (86, 0), (102, 0)])","(50, -12, [(1912, 0), (141, 0), (108, 0), (133, 0)])","(50, -40, [(2057, 0), (2337, 0), (2053, 0), (133, 0), (112, 0)])","(50, -23, [(2086, 0), (130, 0), (147, 0)])","(50, -33, [(1914, 3), (102, 0)])","(50, -7, [(2229, 3), (83, 0)])","(40, -5, [(611, 1)])","(50, -31, [(1913, 0), (145, 0), (86, 0), (115, 0), (121, 0), (112, 0), (130, 0)])","(50, -40, [(1830, 0), (135, 0), (88, 0)])","(40, -17, [(1926, 1), (104, 0)])","(50, -12, [(2384, 1), (145, 0)])","(50, -36, [(2213, 1), (111, 0), (137, 0), (86, 0)])","(50, -44, [(2197, 1), (145, 0), (111, 0), (81, 0), (133, 0)])","(0, 0, [])","(50, -24, [(1904, 1), (122, 0), (119, 0)])","(50, -47, [(2155, 1), (145, 0), (147, 0), (85, 0)])","(50, -46, [(1982, 1), (115, 0), (108, 0)])","(50, -15, [(2412, 3), (111, 0), (131, 0)])"
